service,ip,device_type,timestamp,expected,reality,evidence,v1,v2
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:36.136499,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:37.839948,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:39.355824,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:40.852889,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:42.332838,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:43.818696,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:45.466281,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:46.987647,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:48.543273,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:50.286900,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:52.105912,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:53.738352,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:55.467764,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:56.966122,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:58.472422,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:18:59.979654,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:01.518231,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:03.674497,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:05.546445,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:07.337464,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:08.888292,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:10.610578,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:12.500205,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:13.997153,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:15.608468,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:17.103306,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:19.009153,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:20.636170,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:22.143586,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:23.632662,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:25.207876,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:26.699921,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:28.173895,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:29.655838,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:31.222688,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:32.770661,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:34.517350,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:36.167240,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:37.895468,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:39.386608,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:40.888237,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:42.380885,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:43.908900,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:45.520709,0.9509335931679133,1.0,1.0590664068320867,,
QR-1,192.168.31.21,Laptop,2024-07-05 23:19:47.029255,0.9509335931679133,1.0,1.0590664068320867,,
